message,intent
Electricity has gone after hailstorm in Nainital.,power_failure
Water and food are running out after drought hit Uttarkashi.,request_supplies
We need medical assistance due to landslide in Tehri.,request_medical_aid
We need medical assistance due to landslide in Tehri.,request_medical_aid
"Severe flood has affected us in Rudraprayag, need urgent help!",evacuation_request
We need to evacuate urgently due to fire in Almora.,evacuation_request
Electricity has gone after drought in Nainital.,power_failure
We need medical assistance due to drought in Bageshwar.,request_medical_aid
Electricity has gone after landslide in Uttarkashi.,power_failure
We need medical assistance due to cloudburst in Almora.,request_medical_aid
Help! Our house is stuck due to a fire in Dehradun.,damage_report
"There is a drought in Chamoli, please assist us.",request_medical_aid
We need to evacuate urgently due to fire in Rudraprayag.,evacuation_request
Electricity has gone after landslide in Chamoli.,power_failure
We need to evacuate urgently due to flood in Bageshwar.,evacuation_request
"We are trapped in a drought in Pithoragarh, send help!",request_rescue
"Due to hailstorm, situation is worsening in Rudraprayag. Need aid!",power_failure
"Severe landslide has affected us in Uttarkashi, need urgent help!",power_failure
"Due to earthquake, situation is worsening in Uttarkashi. Need aid!",request_supplies
"There is a hailstorm in Bageshwar, please assist us.",request_supplies
"There is a cloudburst in Rudraprayag, please assist us.",evacuation_request
We need medical assistance due to earthquake in Bageshwar.,request_medical_aid
"We are trapped in a flood in Pithoragarh, send help!",request_rescue
"We are trapped in a flood in Bageshwar, send help!",request_rescue
"There is a landslide in Bageshwar, please assist us.",missing_person
Water and food are running out after cloudburst hit Pithoragarh.,request_supplies
"We are trapped in a drought in Chamoli, send help!",request_rescue
We need medical assistance due to fire in Pauri.,request_medical_aid
Water and food are running out after earthquake hit Pithoragarh.,request_supplies
"There is a hailstorm in Tehri, please assist us.",request_rescue
Electricity has gone after flood in Nainital.,power_failure
We need medical assistance due to hailstorm in Pauri.,request_medical_aid
Electricity has gone after drought in Pauri.,power_failure
People missing after cloudburst in Pauri.,missing_person
Water and food are running out after hailstorm hit Almora.,request_supplies
"There is a landslide in Rudraprayag, please assist us.",request_medical_aid
Electricity has gone after hailstorm in Chamoli.,power_failure
"Severe fire has affected us in Tehri, need urgent help!",request_supplies
"We are trapped in a drought in Chamoli, send help!",request_rescue
"There is a cloudburst in Pithoragarh, please assist us.",evacuation_request
Help! Our house is stuck due to a drought in Almora.,power_failure
People missing after earthquake in Uttarkashi.,missing_person
"There is a drought in Pauri, please assist us.",request_information
"We are trapped in a cloudburst in Uttarkashi, send help!",request_rescue
We need to evacuate urgently due to drought in Dehradun.,evacuation_request
"There is a hailstorm in Uttarkashi, please assist us.",request_information
"We are trapped in a landslide in Rudraprayag, send help!",request_rescue
Electricity has gone after flood in Uttarkashi.,power_failure
"Due to landslide, situation is worsening in Bageshwar. Need aid!",request_information
"Due to hailstorm, situation is worsening in Dehradun. Need aid!",evacuation_request
"Severe flood has affected us in Rudraprayag, need urgent help!",request_rescue
Water and food are running out after fire hit Rudraprayag.,request_supplies
Electricity has gone after landslide in Chamoli.,power_failure
We need medical assistance due to landslide in Bageshwar.,request_medical_aid
We need to evacuate urgently due to earthquake in Bageshwar.,evacuation_request
We need to evacuate urgently due to hailstorm in Chamoli.,evacuation_request
Help! Our house is stuck due to a hailstorm in Dehradun.,request_supplies
"Due to earthquake, situation is worsening in Pauri. Need aid!",power_failure
"Severe flood has affected us in Pauri, need urgent help!",request_rescue
We need medical assistance due to flood in Pithoragarh.,request_medical_aid
Help! Our house is stuck due to a cloudburst in Tehri.,damage_report
Help! Our house is stuck due to a flood in Rudraprayag.,request_rescue
We need to evacuate urgently due to fire in Almora.,evacuation_request
"Due to cloudburst, situation is worsening in Bageshwar. Need aid!",request_information
"There is a cloudburst in Pauri, please assist us.",power_failure
We need medical assistance due to fire in Dehradun.,request_medical_aid
"There is a hailstorm in Pauri, please assist us.",request_supplies
"We are trapped in a cloudburst in Chamoli, send help!",request_rescue
We need medical assistance due to landslide in Almora.,request_medical_aid
"There is a flood in Tehri, please assist us.",request_rescue
"Due to flood, situation is worsening in Bageshwar. Need aid!",evacuation_request
"Severe cloudburst has affected us in Uttarkashi, need urgent help!",missing_person
Water and food are running out after cloudburst hit Almora.,request_supplies
"We are trapped in a cloudburst in Tehri, send help!",request_rescue
We need medical assistance due to landslide in Bageshwar.,request_medical_aid
"There is a landslide in Nainital, please assist us.",request_information
Electricity has gone after earthquake in Bageshwar.,power_failure
Electricity has gone after landslide in Tehri.,power_failure
Water and food are running out after fire hit Bageshwar.,request_supplies
"Severe cloudburst has affected us in Pithoragarh, need urgent help!",request_medical_aid
We need medical assistance due to hailstorm in Nainital.,request_medical_aid
"There is a fire in Bageshwar, please assist us.",request_rescue
Help! Our house is stuck due to a hailstorm in Chamoli.,request_medical_aid
We need to evacuate urgently due to cloudburst in Pithoragarh.,evacuation_request
We need medical assistance due to landslide in Rudraprayag.,request_medical_aid
Electricity has gone after fire in Pithoragarh.,power_failure
Water and food are running out after fire hit Almora.,request_supplies
People missing after drought in Nainital.,missing_person
"We are trapped in a cloudburst in Rudraprayag, send help!",request_rescue
"There is a flood in Almora, please assist us.",missing_person
Electricity has gone after landslide in Tehri.,power_failure
People missing after landslide in Uttarkashi.,missing_person
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
We need medical assistance due to earthquake in Dehradun.,request_medical_aid
We need medical assistance due to earthquake in Pithoragarh.,request_medical_aid
"Due to cloudburst, situation is worsening in Almora. Need aid!",request_rescue
"Due to flood, situation is worsening in Pithoragarh. Need aid!",power_failure
"Due to fire, situation is worsening in Pauri. Need aid!",evacuation_request
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
Electricity has gone after landslide in Pauri.,power_failure
"Severe fire has affected us in Almora, need urgent help!",request_information
We need to evacuate urgently due to drought in Bageshwar.,evacuation_request
Electricity has gone after fire in Uttarkashi.,power_failure
Electricity has gone after landslide in Pauri.,power_failure
Help! Our house is stuck due to a landslide in Uttarkashi.,evacuation_request
We need medical assistance due to hailstorm in Bageshwar.,request_medical_aid
We need to evacuate urgently due to hailstorm in Nainital.,evacuation_request
Help! Our house is stuck due to a fire in Dehradun.,damage_report
We need medical assistance due to cloudburst in Chamoli.,request_medical_aid
"We are trapped in a hailstorm in Nainital, send help!",request_rescue
"There is a fire in Chamoli, please assist us.",request_rescue
"We are trapped in a flood in Uttarkashi, send help!",request_rescue
Electricity has gone after drought in Chamoli.,power_failure
Help! Our house is stuck due to a landslide in Almora.,request_rescue
"We are trapped in a drought in Uttarkashi, send help!",request_rescue
"Severe earthquake has affected us in Nainital, need urgent help!",evacuation_request
"We are trapped in a fire in Pithoragarh, send help!",request_rescue
"There is a hailstorm in Pauri, please assist us.",request_information
Electricity has gone after landslide in Dehradun.,power_failure
"Severe fire has affected us in Uttarkashi, need urgent help!",request_rescue
"Severe landslide has affected us in Rudraprayag, need urgent help!",request_medical_aid
People missing after drought in Uttarkashi.,missing_person
Help! Our house is stuck due to a flood in Uttarkashi.,request_information
"There is a flood in Bageshwar, please assist us.",request_rescue
We need medical assistance due to flood in Almora.,request_medical_aid
"There is a hailstorm in Pauri, please assist us.",request_information
We need to evacuate urgently due to earthquake in Rudraprayag.,evacuation_request
People missing after cloudburst in Almora.,missing_person
"There is a cloudburst in Pauri, please assist us.",evacuation_request
"Severe fire has affected us in Uttarkashi, need urgent help!",missing_person
People missing after cloudburst in Nainital.,missing_person
"Severe cloudburst has affected us in Almora, need urgent help!",request_supplies
People missing after landslide in Chamoli.,missing_person
"Severe drought has affected us in Nainital, need urgent help!",missing_person
Help! Our house is stuck due to a hailstorm in Bageshwar.,power_failure
"Due to earthquake, situation is worsening in Chamoli. Need aid!",request_information
"Severe drought has affected us in Pithoragarh, need urgent help!",request_information
"We are trapped in a earthquake in Pauri, send help!",request_rescue
"Severe hailstorm has affected us in Tehri, need urgent help!",request_information
Water and food are running out after earthquake hit Tehri.,request_supplies
Electricity has gone after flood in Tehri.,power_failure
People missing after cloudburst in Tehri.,missing_person
We need to evacuate urgently due to earthquake in Tehri.,evacuation_request
"There is a drought in Rudraprayag, please assist us.",request_medical_aid
"We are trapped in a earthquake in Pauri, send help!",request_rescue
"There is a fire in Pithoragarh, please assist us.",evacuation_request
People missing after hailstorm in Almora.,missing_person
"Severe earthquake has affected us in Uttarkashi, need urgent help!",request_rescue
People missing after landslide in Almora.,missing_person
"There is a drought in Chamoli, please assist us.",damage_report
"We are trapped in a flood in Nainital, send help!",request_rescue
Electricity has gone after fire in Almora.,power_failure
People missing after drought in Tehri.,missing_person
We need to evacuate urgently due to drought in Chamoli.,evacuation_request
Electricity has gone after landslide in Pauri.,power_failure
We need medical assistance due to hailstorm in Pithoragarh.,request_medical_aid
"We are trapped in a fire in Almora, send help!",request_rescue
"There is a landslide in Dehradun, please assist us.",request_supplies
People missing after earthquake in Rudraprayag.,missing_person
"There is a hailstorm in Almora, please assist us.",request_rescue
"Severe flood has affected us in Uttarkashi, need urgent help!",missing_person
"Severe cloudburst has affected us in Bageshwar, need urgent help!",missing_person
Water and food are running out after hailstorm hit Rudraprayag.,request_supplies
Water and food are running out after cloudburst hit Tehri.,request_supplies
"Severe hailstorm has affected us in Pithoragarh, need urgent help!",request_supplies
"We are trapped in a cloudburst in Uttarkashi, send help!",request_rescue
People missing after cloudburst in Pithoragarh.,missing_person
"We are trapped in a flood in Uttarkashi, send help!",request_rescue
We need medical assistance due to cloudburst in Chamoli.,request_medical_aid
We need medical assistance due to cloudburst in Dehradun.,request_medical_aid
Electricity has gone after drought in Almora.,power_failure
"There is a drought in Dehradun, please assist us.",request_medical_aid
Help! Our house is stuck due to a fire in Almora.,request_rescue
Water and food are running out after flood hit Tehri.,request_supplies
People missing after hailstorm in Uttarkashi.,missing_person
Water and food are running out after hailstorm hit Nainital.,request_supplies
"We are trapped in a earthquake in Dehradun, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Pauri.,request_rescue
"Severe landslide has affected us in Dehradun, need urgent help!",damage_report
People missing after drought in Dehradun.,missing_person
"We are trapped in a flood in Uttarkashi, send help!",request_rescue
"We are trapped in a hailstorm in Nainital, send help!",request_rescue
People missing after cloudburst in Nainital.,missing_person
"There is a drought in Dehradun, please assist us.",power_failure
"We are trapped in a cloudburst in Rudraprayag, send help!",request_rescue
"We are trapped in a cloudburst in Chamoli, send help!",request_rescue
People missing after cloudburst in Uttarkashi.,missing_person
We need medical assistance due to flood in Bageshwar.,request_medical_aid
Electricity has gone after cloudburst in Tehri.,power_failure
Help! Our house is stuck due to a earthquake in Almora.,missing_person
"We are trapped in a drought in Nainital, send help!",request_rescue
"Severe landslide has affected us in Tehri, need urgent help!",power_failure
"There is a flood in Tehri, please assist us.",request_supplies
"Severe landslide has affected us in Pauri, need urgent help!",request_medical_aid
People missing after flood in Almora.,missing_person
Electricity has gone after flood in Tehri.,power_failure
We need to evacuate urgently due to landslide in Bageshwar.,evacuation_request
Help! Our house is stuck due to a flood in Pauri.,request_supplies
People missing after drought in Pauri.,missing_person
"We are trapped in a drought in Rudraprayag, send help!",request_rescue
People missing after hailstorm in Chamoli.,missing_person
"There is a drought in Pithoragarh, please assist us.",request_medical_aid
"There is a drought in Pithoragarh, please assist us.",evacuation_request
We need medical assistance due to earthquake in Pauri.,request_medical_aid
"Due to hailstorm, situation is worsening in Rudraprayag. Need aid!",damage_report
We need medical assistance due to earthquake in Almora.,request_medical_aid
Electricity has gone after landslide in Bageshwar.,power_failure
Help! Our house is stuck due to a fire in Bageshwar.,request_supplies
We need medical assistance due to fire in Nainital.,request_medical_aid
People missing after fire in Pithoragarh.,missing_person
We need to evacuate urgently due to flood in Uttarkashi.,evacuation_request
Help! Our house is stuck due to a earthquake in Chamoli.,evacuation_request
We need medical assistance due to hailstorm in Uttarkashi.,request_medical_aid
"We are trapped in a cloudburst in Tehri, send help!",request_rescue
Water and food are running out after cloudburst hit Uttarkashi.,request_supplies
"Severe drought has affected us in Pithoragarh, need urgent help!",power_failure
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
We need medical assistance due to fire in Bageshwar.,request_medical_aid
People missing after earthquake in Chamoli.,missing_person
We need to evacuate urgently due to cloudburst in Pauri.,evacuation_request
We need to evacuate urgently due to flood in Almora.,evacuation_request
"There is a cloudburst in Almora, please assist us.",request_supplies
People missing after fire in Pithoragarh.,missing_person
Electricity has gone after fire in Uttarkashi.,power_failure
"There is a fire in Pauri, please assist us.",request_information
Electricity has gone after hailstorm in Bageshwar.,power_failure
"Severe fire has affected us in Tehri, need urgent help!",request_rescue
We need to evacuate urgently due to earthquake in Tehri.,evacuation_request
"Severe landslide has affected us in Bageshwar, need urgent help!",missing_person
We need to evacuate urgently due to drought in Rudraprayag.,evacuation_request
"There is a drought in Tehri, please assist us.",damage_report
"Due to earthquake, situation is worsening in Rudraprayag. Need aid!",damage_report
We need to evacuate urgently due to drought in Pithoragarh.,evacuation_request
Water and food are running out after cloudburst hit Uttarkashi.,request_supplies
Electricity has gone after flood in Nainital.,power_failure
Electricity has gone after earthquake in Pauri.,power_failure
Help! Our house is stuck due to a earthquake in Uttarkashi.,power_failure
We need to evacuate urgently due to earthquake in Uttarkashi.,evacuation_request
"We are trapped in a flood in Pithoragarh, send help!",request_rescue
Help! Our house is stuck due to a landslide in Rudraprayag.,damage_report
"Severe fire has affected us in Tehri, need urgent help!",request_information
"Severe flood has affected us in Bageshwar, need urgent help!",request_rescue
Help! Our house is stuck due to a hailstorm in Pauri.,damage_report
"Severe cloudburst has affected us in Dehradun, need urgent help!",evacuation_request
Electricity has gone after landslide in Almora.,power_failure
We need to evacuate urgently due to cloudburst in Pithoragarh.,evacuation_request
Electricity has gone after earthquake in Tehri.,power_failure
We need medical assistance due to fire in Pithoragarh.,request_medical_aid
"Severe fire has affected us in Dehradun, need urgent help!",request_information
We need to evacuate urgently due to hailstorm in Tehri.,evacuation_request
"Severe flood has affected us in Rudraprayag, need urgent help!",request_supplies
Water and food are running out after earthquake hit Chamoli.,request_supplies
"Severe hailstorm has affected us in Bageshwar, need urgent help!",request_rescue
"Severe fire has affected us in Bageshwar, need urgent help!",evacuation_request
People missing after fire in Tehri.,missing_person
Water and food are running out after flood hit Nainital.,request_supplies
Help! Our house is stuck due to a drought in Tehri.,missing_person
Help! Our house is stuck due to a hailstorm in Uttarkashi.,missing_person
Help! Our house is stuck due to a hailstorm in Dehradun.,request_medical_aid
"We are trapped in a flood in Almora, send help!",request_rescue
Electricity has gone after drought in Rudraprayag.,power_failure
People missing after cloudburst in Pauri.,missing_person
"There is a flood in Rudraprayag, please assist us.",missing_person
Water and food are running out after cloudburst hit Chamoli.,request_supplies
Help! Our house is stuck due to a landslide in Pauri.,request_supplies
Help! Our house is stuck due to a cloudburst in Rudraprayag.,request_medical_aid
"Severe fire has affected us in Chamoli, need urgent help!",request_medical_aid
Water and food are running out after fire hit Pauri.,request_supplies
Electricity has gone after hailstorm in Almora.,power_failure
"There is a earthquake in Pithoragarh, please assist us.",power_failure
People missing after fire in Rudraprayag.,missing_person
We need medical assistance due to drought in Rudraprayag.,request_medical_aid
People missing after hailstorm in Uttarkashi.,missing_person
We need to evacuate urgently due to hailstorm in Nainital.,evacuation_request
People missing after landslide in Pauri.,missing_person
Electricity has gone after flood in Chamoli.,power_failure
People missing after hailstorm in Nainital.,missing_person
"We are trapped in a drought in Tehri, send help!",request_rescue
"Severe flood has affected us in Almora, need urgent help!",request_supplies
Electricity has gone after fire in Almora.,power_failure
Help! Our house is stuck due to a cloudburst in Tehri.,evacuation_request
We need medical assistance due to drought in Bageshwar.,request_medical_aid
"Severe flood has affected us in Dehradun, need urgent help!",power_failure
"There is a drought in Almora, please assist us.",request_supplies
Electricity has gone after landslide in Bageshwar.,power_failure
We need to evacuate urgently due to fire in Uttarkashi.,evacuation_request
Electricity has gone after flood in Almora.,power_failure
We need medical assistance due to earthquake in Chamoli.,request_medical_aid
We need to evacuate urgently due to flood in Uttarkashi.,evacuation_request
"We are trapped in a flood in Tehri, send help!",request_rescue
"Due to cloudburst, situation is worsening in Almora. Need aid!",request_information
People missing after hailstorm in Pithoragarh.,missing_person
"There is a fire in Pauri, please assist us.",request_information
Electricity has gone after landslide in Tehri.,power_failure
"There is a flood in Tehri, please assist us.",request_rescue
"Severe drought has affected us in Nainital, need urgent help!",missing_person
"Severe hailstorm has affected us in Bageshwar, need urgent help!",evacuation_request
"We are trapped in a hailstorm in Nainital, send help!",request_rescue
"Severe hailstorm has affected us in Almora, need urgent help!",missing_person
We need to evacuate urgently due to cloudburst in Tehri.,evacuation_request
Help! Our house is stuck due to a hailstorm in Dehradun.,missing_person
Electricity has gone after fire in Almora.,power_failure
"Due to earthquake, situation is worsening in Dehradun. Need aid!",missing_person
"There is a hailstorm in Uttarkashi, please assist us.",request_rescue
Water and food are running out after hailstorm hit Tehri.,request_supplies
Water and food are running out after hailstorm hit Dehradun.,request_supplies
Water and food are running out after earthquake hit Tehri.,request_supplies
"Due to landslide, situation is worsening in Uttarkashi. Need aid!",request_rescue
"Severe fire has affected us in Almora, need urgent help!",missing_person
"Due to hailstorm, situation is worsening in Chamoli. Need aid!",request_medical_aid
Water and food are running out after drought hit Tehri.,request_supplies
We need to evacuate urgently due to landslide in Rudraprayag.,evacuation_request
Water and food are running out after drought hit Pithoragarh.,request_supplies
"Due to drought, situation is worsening in Chamoli. Need aid!",damage_report
"Due to drought, situation is worsening in Rudraprayag. Need aid!",missing_person
"Severe hailstorm has affected us in Pauri, need urgent help!",evacuation_request
We need to evacuate urgently due to hailstorm in Tehri.,evacuation_request
People missing after cloudburst in Bageshwar.,missing_person
Water and food are running out after fire hit Nainital.,request_supplies
People missing after earthquake in Uttarkashi.,missing_person
We need to evacuate urgently due to fire in Pauri.,evacuation_request
We need to evacuate urgently due to flood in Rudraprayag.,evacuation_request
Electricity has gone after earthquake in Nainital.,power_failure
"We are trapped in a cloudburst in Uttarkashi, send help!",request_rescue
People missing after cloudburst in Dehradun.,missing_person
"Severe hailstorm has affected us in Rudraprayag, need urgent help!",request_information
"There is a drought in Almora, please assist us.",missing_person
We need to evacuate urgently due to flood in Tehri.,evacuation_request
We need to evacuate urgently due to earthquake in Bageshwar.,evacuation_request
"Severe earthquake has affected us in Bageshwar, need urgent help!",damage_report
Help! Our house is stuck due to a landslide in Uttarkashi.,evacuation_request
"We are trapped in a earthquake in Pauri, send help!",request_rescue
We need medical assistance due to fire in Almora.,request_medical_aid
We need medical assistance due to hailstorm in Almora.,request_medical_aid
Electricity has gone after hailstorm in Chamoli.,power_failure
We need to evacuate urgently due to landslide in Bageshwar.,evacuation_request
"There is a hailstorm in Dehradun, please assist us.",request_rescue
"We are trapped in a fire in Bageshwar, send help!",request_rescue
Water and food are running out after landslide hit Almora.,request_supplies
Water and food are running out after landslide hit Tehri.,request_supplies
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
"Severe landslide has affected us in Pithoragarh, need urgent help!",request_information
"We are trapped in a flood in Uttarkashi, send help!",request_rescue
"Severe cloudburst has affected us in Uttarkashi, need urgent help!",request_supplies
"Severe cloudburst has affected us in Uttarkashi, need urgent help!",damage_report
"Due to landslide, situation is worsening in Chamoli. Need aid!",request_medical_aid
Water and food are running out after drought hit Chamoli.,request_supplies
"There is a earthquake in Rudraprayag, please assist us.",missing_person
"Due to landslide, situation is worsening in Rudraprayag. Need aid!",request_medical_aid
"Severe cloudburst has affected us in Bageshwar, need urgent help!",request_rescue
We need to evacuate urgently due to flood in Tehri.,evacuation_request
Electricity has gone after fire in Almora.,power_failure
Water and food are running out after drought hit Chamoli.,request_supplies
"We are trapped in a earthquake in Nainital, send help!",request_rescue
We need to evacuate urgently due to cloudburst in Uttarkashi.,evacuation_request
Water and food are running out after cloudburst hit Dehradun.,request_supplies
Help! Our house is stuck due to a landslide in Chamoli.,request_medical_aid
People missing after fire in Nainital.,missing_person
"Severe hailstorm has affected us in Tehri, need urgent help!",evacuation_request
"There is a landslide in Dehradun, please assist us.",request_information
Help! Our house is stuck due to a drought in Dehradun.,request_supplies
"Due to flood, situation is worsening in Rudraprayag. Need aid!",missing_person
Help! Our house is stuck due to a flood in Chamoli.,request_rescue
"Severe landslide has affected us in Tehri, need urgent help!",missing_person
Help! Our house is stuck due to a drought in Chamoli.,request_medical_aid
"Due to drought, situation is worsening in Bageshwar. Need aid!",request_information
"There is a drought in Dehradun, please assist us.",damage_report
People missing after hailstorm in Tehri.,missing_person
Water and food are running out after hailstorm hit Almora.,request_supplies
People missing after hailstorm in Uttarkashi.,missing_person
"There is a landslide in Rudraprayag, please assist us.",request_information
People missing after cloudburst in Uttarkashi.,missing_person
We need medical assistance due to landslide in Pithoragarh.,request_medical_aid
Water and food are running out after landslide hit Almora.,request_supplies
People missing after flood in Nainital.,missing_person
Help! Our house is stuck due to a landslide in Pithoragarh.,request_medical_aid
People missing after flood in Nainital.,missing_person
We need medical assistance due to cloudburst in Pithoragarh.,request_medical_aid
People missing after landslide in Dehradun.,missing_person
Help! Our house is stuck due to a earthquake in Bageshwar.,evacuation_request
Electricity has gone after flood in Rudraprayag.,power_failure
Electricity has gone after flood in Dehradun.,power_failure
People missing after drought in Pauri.,missing_person
We need to evacuate urgently due to earthquake in Pauri.,evacuation_request
"We are trapped in a landslide in Tehri, send help!",request_rescue
"There is a hailstorm in Pauri, please assist us.",damage_report
"We are trapped in a landslide in Tehri, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Tehri.,evacuation_request
Help! Our house is stuck due to a flood in Nainital.,request_medical_aid
"Due to hailstorm, situation is worsening in Almora. Need aid!",power_failure
"We are trapped in a cloudburst in Bageshwar, send help!",request_rescue
People missing after fire in Almora.,missing_person
People missing after landslide in Pauri.,missing_person
Electricity has gone after landslide in Rudraprayag.,power_failure
We need medical assistance due to flood in Almora.,request_medical_aid
"There is a flood in Almora, please assist us.",request_medical_aid
We need medical assistance due to landslide in Chamoli.,request_medical_aid
"Due to fire, situation is worsening in Dehradun. Need aid!",evacuation_request
Water and food are running out after earthquake hit Almora.,request_supplies
"We are trapped in a fire in Chamoli, send help!",request_rescue
"We are trapped in a landslide in Pithoragarh, send help!",request_rescue
"Due to cloudburst, situation is worsening in Chamoli. Need aid!",power_failure
People missing after fire in Nainital.,missing_person
People missing after drought in Nainital.,missing_person
We need to evacuate urgently due to hailstorm in Pithoragarh.,evacuation_request
"We are trapped in a fire in Almora, send help!",request_rescue
"We are trapped in a drought in Chamoli, send help!",request_rescue
"Severe fire has affected us in Almora, need urgent help!",evacuation_request
"We are trapped in a flood in Chamoli, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Bageshwar.,damage_report
Water and food are running out after fire hit Dehradun.,request_supplies
Help! Our house is stuck due to a cloudburst in Almora.,evacuation_request
Help! Our house is stuck due to a drought in Almora.,request_information
"Due to drought, situation is worsening in Nainital. Need aid!",missing_person
"Severe flood has affected us in Tehri, need urgent help!",power_failure
"We are trapped in a flood in Pauri, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Dehradun.,request_rescue
People missing after flood in Pithoragarh.,missing_person
"Due to hailstorm, situation is worsening in Tehri. Need aid!",request_information
Water and food are running out after flood hit Bageshwar.,request_supplies
We need to evacuate urgently due to fire in Rudraprayag.,evacuation_request
Help! Our house is stuck due to a drought in Pithoragarh.,request_medical_aid
We need medical assistance due to flood in Rudraprayag.,request_medical_aid
"We are trapped in a cloudburst in Pithoragarh, send help!",request_rescue
"Due to hailstorm, situation is worsening in Nainital. Need aid!",evacuation_request
People missing after cloudburst in Uttarkashi.,missing_person
Water and food are running out after cloudburst hit Tehri.,request_supplies
People missing after flood in Almora.,missing_person
"Due to flood, situation is worsening in Uttarkashi. Need aid!",request_medical_aid
Electricity has gone after landslide in Pithoragarh.,power_failure
Electricity has gone after flood in Uttarkashi.,power_failure
Water and food are running out after cloudburst hit Bageshwar.,request_supplies
"Due to hailstorm, situation is worsening in Almora. Need aid!",missing_person
"Severe flood has affected us in Nainital, need urgent help!",request_medical_aid
People missing after flood in Rudraprayag.,missing_person
We need to evacuate urgently due to drought in Tehri.,evacuation_request
"Severe drought has affected us in Pithoragarh, need urgent help!",request_supplies
"Severe earthquake has affected us in Almora, need urgent help!",request_information
"Severe drought has affected us in Uttarkashi, need urgent help!",evacuation_request
We need medical assistance due to landslide in Bageshwar.,request_medical_aid
"Due to earthquake, situation is worsening in Dehradun. Need aid!",request_supplies
People missing after drought in Nainital.,missing_person
People missing after flood in Pauri.,missing_person
We need medical assistance due to drought in Tehri.,request_medical_aid
People missing after cloudburst in Rudraprayag.,missing_person
"There is a cloudburst in Almora, please assist us.",power_failure
"Severe fire has affected us in Dehradun, need urgent help!",damage_report
"Due to earthquake, situation is worsening in Uttarkashi. Need aid!",request_information
"Severe fire has affected us in Pauri, need urgent help!",request_information
We need medical assistance due to landslide in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a cloudburst in Tehri.,damage_report
Electricity has gone after earthquake in Pauri.,power_failure
Water and food are running out after cloudburst hit Pauri.,request_supplies
People missing after earthquake in Bageshwar.,missing_person
"There is a earthquake in Almora, please assist us.",missing_person
Water and food are running out after cloudburst hit Dehradun.,request_supplies
We need to evacuate urgently due to flood in Rudraprayag.,evacuation_request
"Due to fire, situation is worsening in Pithoragarh. Need aid!",request_rescue
We need medical assistance due to hailstorm in Pithoragarh.,request_medical_aid
Electricity has gone after earthquake in Almora.,power_failure
Help! Our house is stuck due to a earthquake in Tehri.,request_information
"We are trapped in a drought in Nainital, send help!",request_rescue
Water and food are running out after cloudburst hit Pauri.,request_supplies
"We are trapped in a cloudburst in Bageshwar, send help!",request_rescue
"We are trapped in a landslide in Pithoragarh, send help!",request_rescue
"We are trapped in a hailstorm in Tehri, send help!",request_rescue
Help! Our house is stuck due to a drought in Tehri.,power_failure
We need to evacuate urgently due to hailstorm in Nainital.,evacuation_request
People missing after drought in Tehri.,missing_person
We need medical assistance due to hailstorm in Pithoragarh.,request_medical_aid
"Severe landslide has affected us in Pauri, need urgent help!",request_information
People missing after earthquake in Chamoli.,missing_person
"We are trapped in a cloudburst in Dehradun, send help!",request_rescue
People missing after cloudburst in Uttarkashi.,missing_person
"There is a earthquake in Dehradun, please assist us.",missing_person
We need to evacuate urgently due to fire in Rudraprayag.,evacuation_request
We need medical assistance due to landslide in Rudraprayag.,request_medical_aid
People missing after fire in Rudraprayag.,missing_person
"There is a hailstorm in Pithoragarh, please assist us.",damage_report
"We are trapped in a earthquake in Dehradun, send help!",request_rescue
People missing after earthquake in Dehradun.,missing_person
"Severe cloudburst has affected us in Dehradun, need urgent help!",request_medical_aid
We need to evacuate urgently due to flood in Pithoragarh.,evacuation_request
Water and food are running out after landslide hit Pithoragarh.,request_supplies
"We are trapped in a drought in Pithoragarh, send help!",request_rescue
We need to evacuate urgently due to landslide in Nainital.,evacuation_request
We need medical assistance due to fire in Tehri.,request_medical_aid
"We are trapped in a landslide in Tehri, send help!",request_rescue
"There is a drought in Bageshwar, please assist us.",request_medical_aid
"There is a fire in Nainital, please assist us.",request_rescue
"Due to cloudburst, situation is worsening in Tehri. Need aid!",damage_report
We need medical assistance due to earthquake in Rudraprayag.,request_medical_aid
"We are trapped in a cloudburst in Uttarkashi, send help!",request_rescue
We need medical assistance due to flood in Dehradun.,request_medical_aid
"We are trapped in a cloudburst in Chamoli, send help!",request_rescue
People missing after flood in Chamoli.,missing_person
"There is a earthquake in Nainital, please assist us.",request_rescue
"Severe drought has affected us in Pithoragarh, need urgent help!",damage_report
"There is a drought in Dehradun, please assist us.",missing_person
"Severe hailstorm has affected us in Bageshwar, need urgent help!",request_supplies
"Severe landslide has affected us in Chamoli, need urgent help!",request_supplies
Electricity has gone after fire in Rudraprayag.,power_failure
Help! Our house is stuck due to a earthquake in Nainital.,request_information
"Due to landslide, situation is worsening in Tehri. Need aid!",request_medical_aid
